task	window_index	scale	direction	unguided_final_cost	guided_final_cost	cost_delta	unguided_final_primary	guided_final_primary	primary_delta	primary_improved	mean_gradient_norm	nonzero_gradient_steps	final_mse_to_clean_prediction	cost_trace_first	cost_trace_last	step_count	finite
inpainting	1542	0.0	lower_is_better	0.0011629080399870872	0.0011629080399870872	0.0	0.04822671413421631	0.04822671413421631	0.0	False	0.0	0	4.405847686683728e-09	0.0008994069066829979	0.0011629080399870872	20	True
inpainting	1542	2e-05	lower_is_better	0.0011629080399870872	0.0009472878882661462	0.00021562015172094107	0.04822671413421631	0.043526723980903625	-0.004699990153312683	True	0.003185919427778572	20	0.0010277307592332363	0.0008994069648906589	0.0009472878882661462	20	True
inpainting	1542	5e-05	lower_is_better	0.0011629080399870872	0.0009472866076976061	0.00021562143228948116	0.04822671413421631	0.04352669417858124	-0.004700019955635071	True	0.003185918915551156	20	0.0010277311084792018	0.0008994069648906589	0.0009472866076976061	20	True
inpainting	1542	0.0001	lower_is_better	0.0011629080399870872	0.0009472825331613421	0.0002156255068257451	0.04822671413421631	0.043526601046323776	-0.004700113087892532	True	0.0031859165872447194	20	0.0010277312248945236	0.0008994069648906589	0.0009472825331613421	20	True
inpainting	1542	0.0002	lower_is_better	0.0011629080399870872	0.0009472789824940264	0.00021562905749306083	0.04822671413421631	0.04352651908993721	-0.0047001950442790985	True	0.0031859142472967505	20	0.0010277305264025927	0.0008994067320600152	0.0009472789824940264	20	True
composed_objectives	1542	0.0	higher_is_better	1564.7655029296875	1564.7655029296875	0.0	-0.23666833341121674	-0.23666833341121674	0.0	False	0.0	0	4.405847686683728e-09	727.3720703125	1564.7655029296875	20	True
composed_objectives	1542	2e-05	higher_is_better	1564.7655029296875	1570.912109375	-6.1466064453125	-0.23666833341121674	-0.23225422203540802	0.004414111375808716	True	457.06679382324216	20	0.0010285101598128676	727.3504638671875	1570.912109375	20	True
composed_objectives	1542	5e-05	higher_is_better	1564.7655029296875	1563.87158203125	0.8939208984375	-0.23666833341121674	-0.23100073635578156	0.005667597055435181	True	457.0067932128906	20	0.0010298296110704541	727.3179321289062	1563.87158203125	20	True
composed_objectives	1542	0.0001	higher_is_better	1564.7655029296875	1552.19921875	12.5662841796875	-0.23666833341121674	-0.22891275584697723	0.007755577564239502	True	456.90673065185547	20	0.00103243556804955	727.2637329101562	1552.19921875	20	True
composed_objectives	1542	0.0002	higher_is_better	1564.7655029296875	1529.0887451171875	35.6767578125	-0.23666833341121674	-0.22473374009132385	0.011934593319892883	True	456.7063217163086	20	0.0010391565738245845	727.1550903320312	1529.0887451171875	20	True
