item_name	detected_path	type	size	git_remote	git_commit	git_branch	archive_hash	usable	duplicate	selected_copy	notes
0-motions_raw_tairantestbed_smpl_video_jump_forward_level5_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_forward_level5_filter_amass.pkl	data_or_checkpoint	91892					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_kick_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_kick_level1_filter_amass.pkl	data_or_checkpoint	89652					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_kick_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_kick_level2_filter_amass.pkl	data_or_checkpoint	76180					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_kick_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_kick_level3_filter_amass.pkl	data_or_checkpoint	103108					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_lebron1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_lebron1_filter_amass.pkl	data_or_checkpoint	114324					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_lebron2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_lebron2_filter_amass.pkl	data_or_checkpoint	156964					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_shoot_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_shoot_level1_filter_amass.pkl	data_or_checkpoint	107604					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_shoot_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_shoot_level2_filter_amass.pkl	data_or_checkpoint	94132					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_shoot_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_shoot_level3_filter_amass.pkl	data_or_checkpoint	94132					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_side_jump_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_side_jump_level1_filter_amass.pkl	data_or_checkpoint	69444					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_side_jump_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_side_jump_level2_filter_amass.pkl	data_or_checkpoint	80676					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_side_jump_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_side_jump_level3_filter_amass.pkl	data_or_checkpoint	82916					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_side_jump_level4_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_side_jump_level4_filter_amass.pkl	data_or_checkpoint	76180					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_single_foot_balance_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_single_foot_balance_level1_filter_amass.pkl	data_or_checkpoint	163716					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_single_foot_balance_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_single_foot_balance_level2_filter_amass.pkl	data_or_checkpoint	219076					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_single_foot_balance_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_single_foot_balance_level3_filter_amass.pkl	data_or_checkpoint	203396					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_single_foot_balance_level4_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_single_foot_balance_level4_filter_amass.pkl	data_or_checkpoint	198884					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_single_foot_jump_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_single_foot_jump_level1_filter_amass.pkl	data_or_checkpoint	118836					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_single_foot_jump_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_single_foot_jump_level2_filter_amass.pkl	data_or_checkpoint	127812					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_squat_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_squat_level1_filter_amass.pkl	data_or_checkpoint	118820					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_squat_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_squat_level2_filter_amass.pkl	data_or_checkpoint	143508					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_squat_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_squat_level3_filter_amass.pkl	data_or_checkpoint	139012					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_step_forward_back_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_step_forward_back_level1_filter_amass.pkl	data_or_checkpoint	89668					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_step_forward_back_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_step_forward_back_level2_filter_amass.pkl	data_or_checkpoint	105364					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_step_forward_back_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_step_forward_back_level3_filter_amass.pkl	data_or_checkpoint	114340					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_step_forward_back_level4_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_step_forward_back_level4_filter_amass.pkl	data_or_checkpoint	100884					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_step_forward_forward_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_step_forward_forward_level1_filter_amass.pkl	data_or_checkpoint	82932					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_step_forward_forward_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_step_forward_forward_level2_filter_amass.pkl	data_or_checkpoint	98644					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_step_forward_forward_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_step_forward_forward_level3_filter_amass.pkl	data_or_checkpoint	100884					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_step_forward_forward_level4_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_step_forward_forward_level4_filter_amass.pkl	data_or_checkpoint	96388					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_walk_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_walk_level1_filter_amass.pkl	data_or_checkpoint	114324					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_walk_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_walk_level2_filter_amass.pkl	data_or_checkpoint	78420					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_walk_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_walk_level3_filter_amass.pkl	data_or_checkpoint	107604					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_walk_level4_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_walk_level4_filter_amass.pkl	data_or_checkpoint	100868					unknown	no	yes	asap
video_APT_level1_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_APT_level1_amass.npz	data_or_checkpoint	70418					unknown	no	yes	asap
video_APT_level2_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_APT_level2_amass.npz	data_or_checkpoint	42818					unknown	no	yes	asap
video_Bolt_level1_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_Bolt_level1_amass.npz	data_or_checkpoint	40718					unknown	no	yes	asap
video_CR7_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_CR7_level1_filter_amass.npz	data_or_checkpoint	37118					unknown	no	yes	asap
video_CR7_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_CR7_level2_filter_amass.npz	data_or_checkpoint	41618					unknown	no	yes	asap
video_Kobe_level1_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_Kobe_level1_amass.npz	data_or_checkpoint	38918					unknown	no	yes	asap
video_SpiderMan_level2_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_SpiderMan_level2_amass.npz	data_or_checkpoint	48818					unknown	no	yes	asap
video_TigerWoods_level1_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_TigerWoods_level1_amass.npz	data_or_checkpoint	37118					unknown	no	yes	asap
video_jump_degree_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_degree_level1_filter_amass.npz	data_or_checkpoint	41618					unknown	no	yes	asap
video_jump_degree_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_degree_level2_filter_amass.npz	data_or_checkpoint	38918					unknown	no	yes	asap
video_jump_degree_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_degree_level3_filter_amass.npz	data_or_checkpoint	41618					unknown	no	yes	asap
video_jump_degree_level4_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_degree_level4_filter_amass.npz	data_or_checkpoint	39818					unknown	no	yes	asap
video_jump_degree_level5_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_degree_level5_filter_amass.npz	data_or_checkpoint	41618					unknown	no	yes	asap
video_jump_forward_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_forward_level1_filter_amass.npz	data_or_checkpoint	35318					unknown	no	yes	asap
video_jump_forward_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_forward_level2_filter_amass.npz	data_or_checkpoint	33518					unknown	no	yes	asap
video_jump_forward_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_forward_level3_filter_amass.npz	data_or_checkpoint	39818					unknown	no	yes	asap
video_jump_forward_level4_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_forward_level4_filter_amass.npz	data_or_checkpoint	42518					unknown	no	yes	asap
video_jump_forward_level5_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_jump_forward_level5_filter_amass.npz	data_or_checkpoint	38018					unknown	no	yes	asap
video_kick_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_kick_level1_filter_amass.npz	data_or_checkpoint	37118					unknown	no	yes	asap
video_kick_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_kick_level2_filter_amass.npz	data_or_checkpoint	31718					unknown	no	yes	asap
video_kick_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_kick_level3_filter_amass.npz	data_or_checkpoint	42518					unknown	no	yes	asap
video_lebron1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_lebron1_filter_amass.npz	data_or_checkpoint	47018					unknown	no	yes	asap
video_lebron2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_lebron2_filter_amass.npz	data_or_checkpoint	64118					unknown	no	yes	asap
video_shoot_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_shoot_level1_filter_amass.npz	data_or_checkpoint	44318					unknown	no	yes	asap
video_shoot_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_shoot_level2_filter_amass.npz	data_or_checkpoint	38918					unknown	no	yes	asap
video_shoot_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_shoot_level3_filter_amass.npz	data_or_checkpoint	38918					unknown	no	yes	asap
video_side_jump_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_side_jump_level1_filter_amass.npz	data_or_checkpoint	29018					unknown	no	yes	asap
video_side_jump_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_side_jump_level2_filter_amass.npz	data_or_checkpoint	33518					unknown	no	yes	asap
video_side_jump_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_side_jump_level3_filter_amass.npz	data_or_checkpoint	34418					unknown	no	yes	asap
video_side_jump_level4_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_side_jump_level4_filter_amass.npz	data_or_checkpoint	31718					unknown	no	yes	asap
video_single_foot_balance_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_single_foot_balance_level1_filter_amass.npz	data_or_checkpoint	66818					unknown	no	yes	asap
video_single_foot_balance_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_single_foot_balance_level2_filter_amass.npz	data_or_checkpoint	89018					unknown	no	yes	asap
video_single_foot_balance_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_single_foot_balance_level3_filter_amass.npz	data_or_checkpoint	82718					unknown	no	yes	asap
video_single_foot_balance_level4_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_single_foot_balance_level4_filter_amass.npz	data_or_checkpoint	80918					unknown	no	yes	asap
video_single_foot_jump_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_single_foot_jump_level1_filter_amass.npz	data_or_checkpoint	48818					unknown	no	yes	asap
video_single_foot_jump_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_single_foot_jump_level2_filter_amass.npz	data_or_checkpoint	52418					unknown	no	yes	asap
video_squat_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_squat_level1_filter_amass.npz	data_or_checkpoint	48818					unknown	no	yes	asap
video_squat_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_squat_level2_filter_amass.npz	data_or_checkpoint	58718					unknown	no	yes	asap
video_squat_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_squat_level3_filter_amass.npz	data_or_checkpoint	56918					unknown	no	yes	asap
video_step_forward_back_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_step_forward_back_level1_filter_amass.npz	data_or_checkpoint	37118					unknown	no	yes	asap
video_step_forward_back_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_step_forward_back_level2_filter_amass.npz	data_or_checkpoint	43418					unknown	no	yes	asap
video_step_forward_back_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_step_forward_back_level3_filter_amass.npz	data_or_checkpoint	47018					unknown	no	yes	asap
video_step_forward_back_level4_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_step_forward_back_level4_filter_amass.npz	data_or_checkpoint	41618					unknown	no	yes	asap
video_step_forward_forward_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_step_forward_forward_level1_filter_amass.npz	data_or_checkpoint	34418					unknown	no	yes	asap
video_step_forward_forward_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_step_forward_forward_level2_filter_amass.npz	data_or_checkpoint	40718					unknown	no	yes	asap
video_step_forward_forward_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_step_forward_forward_level3_filter_amass.npz	data_or_checkpoint	41618					unknown	no	yes	asap
video_step_forward_forward_level4_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_step_forward_forward_level4_filter_amass.npz	data_or_checkpoint	39818					unknown	no	yes	asap
video_walk_level1_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_walk_level1_filter_amass.npz	data_or_checkpoint	47018					unknown	no	yes	asap
video_walk_level2_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_walk_level2_filter_amass.npz	data_or_checkpoint	32618					unknown	no	yes	asap
video_walk_level3_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_walk_level3_filter_amass.npz	data_or_checkpoint	44318					unknown	no	yes	asap
video_walk_level4_filter_amass.npz	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/raw_tairantestbed_smpl/video_walk_level4_filter_amass.npz	data_or_checkpoint	41618					unknown	no	yes	asap
model_6600.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/dec_loco/20250109_231507-noDR_rand_history_loco_stand_height_noise-decoupled_locomotion-g1_29dof/model_6600.onnx	data_or_checkpoint	1718012					unknown	no	yes	asap
model_176500.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/APT_level1/model_176500.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_191500.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/CR7_level1/model_191500.onnx	data_or_checkpoint	1477413					unknown	yes	yes	asap; duplicate_name
model_193000.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/Kobe_level1/model_193000.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_191500.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/jump_forward_level1/model_191500.onnx	data_or_checkpoint	1477413					unknown	yes	no	asap; duplicate_name
model_130500.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/jump_forward_level2/model_130500.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_149000.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/jump_forward_level3/model_149000.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_168000.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/kick_level1/model_168000.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_293000.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/kick_level2/model_293000.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_240000.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/kick_level3/model_240000.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_233500.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/lebron_level1/model_233500.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_190000.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/lebron_level2/model_190000.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_135000.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/side_jump_level1/model_135000.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_131500.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/side_jump_level2/model_131500.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
model_245000.onnx	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/sim2real/models/mimic/side_jump_level3/model_245000.onnx	data_or_checkpoint	1477413					unknown	no	yes	asap
CLAUDE.md	/mnt/infini-data/test/BeyondMimic/download/reference_code/GMR/CLAUDE.md	documentation	4742					unknown	yes	yes	gmr; duplicate_name
DOC.md	/mnt/infini-data/test/BeyondMimic/download/reference_code/GMR/DOC.md	documentation	908					unknown	no	yes	gmr
README.md	/mnt/infini-data/test/BeyondMimic/download/reference_code/GMR/README.md	documentation	31166					unknown	yes	yes	gmr; duplicate_name
TEST_MOTIONS.md	/mnt/infini-data/test/BeyondMimic/download/reference_code/GMR/TEST_MOTIONS.md	documentation	591					unknown	no	yes	gmr
config.json	/mnt/infini-data/test/BeyondMimic/download/reference_code/GMR/assets/berkeley_humanoid_lite/config.json	data_or_checkpoint	2021					unknown	yes	yes	gmr; duplicate_name
