step,reward,action_abs_mean,teacher_action_abs_mean,teacher_vae_action_mse,teacher_vae_action_abs_error_mean,target_body_error_mean
237,0.015211307443678379,0.017915701493620872,0.02033812366425991,2.2760019419365562e-05,0.004088928923010826,0.33272621035575867
238,0.0021240059286355972,0.03344963863492012,0.03451042249798775,3.4018106816802174e-05,0.004681909456849098,0.33028414845466614
239,0.007756917737424374,0.044473797082901,0.04370114579796791,4.610746691469103e-05,0.005442202556878328,0.33373549580574036
240,0.034919194877147675,0.024949707090854645,0.02694142423570156,4.1799976315815e-05,0.005409642588347197,0.33209580183029175
241,0.0023436667397618294,0.02065393514931202,0.02735353261232376,0.00017185079923365265,0.009921743534505367,0.3557106554508209
242,0.040878523141145706,0.03377750143408775,0.03533131629228592,3.9789938455214724e-05,0.005010043736547232,0.33364367485046387
243,0.02585536614060402,0.028875289484858513,0.03130553662776947,3.625769750215113e-05,0.004982969257980585,0.33397433161735535
244,0.044885311275720596,0.027159949764609337,0.028458857908844948,2.4039511117734946e-05,0.004053687211126089,0.3607881963253021
245,0.03890620172023773,0.031733062118291855,0.03160514310002327,2.9886217816965654e-05,0.0042977952398359776,0.3563397526741028
246,0.04519447684288025,0.027690092101693153,0.02803187258541584,1.7205369658768177e-05,0.0034256514627486467,0.3569698929786682
247,0.0226345956325531,0.02664918638765812,0.02847643569111824,2.307277281943243e-05,0.0036941664293408394,0.3596948981285095
248,0.04250914230942726,0.027264583855867386,0.029212873429059982,2.9109936804161407e-05,0.00441786739975214,0.33879461884498596
249,0.02179168164730072,0.027954161167144775,0.030924329534173012,4.339145016274415e-05,0.004943945445120335,0.3584998548030853
250,0.02759150043129921,0.032105106860399246,0.033329155296087265,3.231902519473806e-05,0.004301074426621199,0.3591962456703186
251,0.04370842128992081,0.033697694540023804,0.03273804113268852,2.5303446818725206e-05,0.004087578039616346,0.3336608409881592
252,0.0350612998008728,0.030658019706606865,0.03257538005709648,5.829658766742796e-05,0.006373543292284012,0.3350934684276581
253,0.00688562635332346,0.03700016438961029,0.03604351729154587,5.103160219732672e-05,0.005595803260803223,0.332975834608078
254,0.029041200876235962,0.023118549957871437,0.02569741941988468,5.0221624405821785e-05,0.005803015548735857,0.33393430709838867
255,0.012927507050335407,0.02440713718533516,0.03175416588783264,0.0004493601154536009,0.016661399975419044,0.3551265299320221
256,0.04663471505045891,0.021871501579880714,0.02248561754822731,7.360352174146101e-05,0.00693968590348959,0.35727474093437195
257,0.017061352729797363,0.035528190433979034,0.033992867916822433,3.362170537002385e-05,0.004758710507303476,0.35357794165611267
258,0.018101327121257782,0.04732774570584297,0.044894929975271225,6.408934132196009e-05,0.006503433920443058,0.358832448720932
259,0.04038411006331444,0.02888975478708744,0.029487285763025284,3.845391620416194e-05,0.004819948226213455,0.3348049819469452
260,0.03405863419175148,0.02099151723086834,0.02217910811305046,1.8542776160757057e-05,0.0033363078255206347,0.3308813273906708
261,0.03251020982861519,0.021708007901906967,0.02304786629974842,1.82195108209271e-05,0.003302918514236808,0.33129650354385376
262,0.019467394798994064,0.030929967761039734,0.030803607776761055,1.1756991625588853e-05,0.003028861479833722,0.3264351785182953
263,0.03946269303560257,0.026241973042488098,0.026440953835844994,3.711065437528305e-05,0.004750427789986134,0.3299230933189392
264,0.03231973573565483,0.027242958545684814,0.02792464941740036,2.9607257602037862e-05,0.004706411622464657,0.35262924432754517
265,0.04870840534567833,0.026666149497032166,0.027153993025422096,3.708356598508544e-05,0.004660320468246937,0.33083444833755493
266,0.022347282618284225,0.02505720965564251,0.024878429248929024,3.355250373715535e-05,0.004957075696438551,0.35365012288093567
267,0.01515496987849474,0.03446703776717186,0.03495180979371071,3.0831073672743514e-05,0.00452012661844492,0.3578234016895294
268,0.04176663979887962,0.024300701916217804,0.027272159233689308,4.6409542846959084e-05,0.0051757656037807465,0.3280607759952545
269,0.024019204080104828,0.02294357866048813,0.024437526240944862,1.2073374819010496e-05,0.002677172888070345,0.35840943455696106
270,0.02437702566385269,0.045913565903902054,0.042856961488723755,4.918557533528656e-05,0.006051236297935247,0.3287747800350189
271,0.00679111760109663,0.027050679549574852,0.02705731801688671,0.00010043593647424132,0.007876562885940075,0.3555741310119629
272,0.036385659128427505,0.0341685526072979,0.035296037793159485,4.237166285747662e-05,0.004846622236073017,0.3310372233390808
273,0.030163820832967758,0.02755782939493656,0.02715935744345188,4.924855602439493e-05,0.005353997927159071,0.3605237603187561
274,0.04228806123137474,0.032618578523397446,0.032533302903175354,3.180688509019092e-05,0.004390636458992958,0.3603419363498688
275,0.03799605369567871,0.027214139699935913,0.028186656534671783,4.8866299039218575e-05,0.005423067603260279,0.33292731642723083
276,0.01814376935362816,0.02330848202109337,0.025652775540947914,4.091133814654313e-05,0.0051460000686347485,0.33464744687080383
277,0.02509937435388565,0.026448503136634827,0.02730768546462059,2.124035199813079e-05,0.0037925869692116976,0.33937448263168335
278,0.012527852319180965,0.03140627592802048,0.038943514227867126,0.000222129761823453,0.012477804906666279,0.3563878834247589
279,0.04012325778603554,0.025938471779227257,0.02809000387787819,4.070187787874602e-05,0.004807583522051573,0.3520430028438568
280,0.034905821084976196,0.028523223474621773,0.028844429180026054,3.817374090431258e-05,0.005138174165040255,0.355342298746109
281,0.03633462265133858,0.03139858320355415,0.03125716373324394,2.7211806809646077e-05,0.0043624090030789375,0.33503100275993347
282,0.01860572025179863,0.028741801157593727,0.028958594426512718,3.585926606319845e-05,0.004977217875421047,0.33193740248680115
283,0.028816264122724533,0.0358358696103096,0.03727707266807556,5.070316910860129e-05,0.0052245925180613995,0.35943540930747986
284,0.006471893284469843,0.03812435641884804,0.03730284050107002,2.6198233172181062e-05,0.004114572424441576,0.3359769284725189
285,0.021064195781946182,0.03887491673231125,0.040576331317424774,8.888039883458987e-05,0.007522199302911758,0.3328966796398163
286,0.025969307869672775,0.019086241722106934,0.021575992926955223,2.9054013793938793e-05,0.0039169578813016415,0.33113735914230347
287,0.03839142248034477,0.034061726182699203,0.03341204300522804,1.5889472706476226e-05,0.0032313617412000895,0.33082810044288635
288,0.010005532763898373,0.03306853398680687,0.03035748563706875,0.00010375658894190565,0.008125239051878452,0.3361647427082062
289,0.038842856884002686,0.029809225350618362,0.02703660912811756,3.6247773095965385e-05,0.005224424879997969,0.3382013440132141
290,0.01514416467398405,0.028406742960214615,0.0365140400826931,0.000244990864302963,0.013259599916636944,0.3326825797557831
291,0.026446189731359482,0.0329846516251564,0.03587298095226288,0.000278817635262385,0.013996255584061146,0.33542993664741516
292,0.025487776845693588,0.038758303970098495,0.038402337580919266,4.36427399108652e-05,0.005275839474052191,0.35574355721473694
293,0.02689438685774803,0.026141664013266563,0.026528773829340935,5.71522323298268e-05,0.005877319257706404,0.35566407442092896
294,0.0019037914462387562,0.03992598503828049,0.04019002988934517,3.131181074422784e-05,0.005078325979411602,0.362407386302948
295,0.031249631196260452,0.028819838538765907,0.03046967275440693,5.74736695853062e-05,0.006141770631074905,0.3580145835876465
296,0.04479345679283142,0.028030946850776672,0.02977411076426506,4.6701014071004465e-05,0.005755539517849684,0.35506221652030945
297,0.044193074107170105,0.032618992030620575,0.03284037485718727,3.83297519874759e-05,0.004965719301253557,0.33151939511299133
298,0.012200319208204746,0.025330016389489174,0.028577549383044243,6.373110954882577e-05,0.00652009854093194,0.35028210282325745
