phase_or_time,Fx_mean,Fx_min,Fx_max,Fy_mean,Fy_min,Fy_max,Fz_mean,Fz_min,Fz_max
56.0,-0.02027895124222742,-0.053379254916963,-0.0004639816640176241,0.15043176324121055,0.11208500002800524,0.19383497074966088,1.0278001742444607,0.9834175510095788,1.074913036470575
57.0,-0.022520004507700364,-0.05392147869943237,-0.004290795448070428,0.14809379348244422,0.11044797669250403,0.19076535373189085,1.0171155550270992,0.9673548014572018,1.0699875836768475
58.0,-0.023799560751184275,-0.053516853035210026,-0.0058829699778524015,0.14591236051421208,0.10895980412302754,0.18731737031400902,1.005184272510246,0.9532786848120605,1.062867466687402
59.0,-0.024356026385176116,-0.05246883901623296,-0.00564275646495012,0.14405361957742846,0.10786721070358245,0.18343148173091245,0.9918625945245297,0.9409091920021221,1.0522151213517112
60.0,-0.024582380314277303,-0.051232024220266965,-0.004604795148915342,0.14267500413570666,0.10735901332388727,0.17930746433641892,0.977011689293271,0.92947104937753,1.0369410105497825
61.0,-0.02485117672034967,-0.05026803457111471,-0.003914293041299611,0.14185895172150745,0.10755490001222504,0.17518768748553495,0.9607931499428509,0.9181392723294186,1.0164461237513782
62.0,-0.025314679070952945,-0.049927681286898694,-0.004285303986956791,0.14163653681601432,0.10846331976703784,0.17144103002487368,0.9438425393267508,0.9069001854134253,0.992016634870353
63.0,-0.025875534262745813,-0.05021390446642517,-0.005718018200906517,0.14191561500625496,0.11000296850464117,0.16824020026042957,0.9265217157324922,0.8955277581923001,0.9659580125006753
64.0,-0.02624374673203078,-0.0507947414760563,-0.007618816823488096,0.1424437659487905,0.11194389701185381,0.16548470650819858,0.9089834007385592,0.884517980744361,0.9401668295749054
65.0,-0.026153458686454457,-0.051190955225214094,-0.009194075461425899,0.14297357765691926,0.11401611525731643,0.16308653252740968,0.8915324792231836,0.8740288307867188,0.917671697876842
66.0,-0.025468556077630683,-0.050989813364160176,-0.009770990941756786,0.14318108911919925,0.11590236563454905,0.16071427445004638,0.8739662232335608,0.858499161142954,0.8994723436998836
67.0,-0.02419273292685446,-0.049888345495105124,-0.008975794665569112,0.14271922752872734,0.11727983183500545,0.1578915058501477,0.855939231019965,0.8291845351749524,0.8854329073576103
68.0,-0.022352659033218963,-0.047539328002870446,-0.006800656831641347,0.14121268210486115,0.11784442238312008,0.15401583213110773,0.8363434228760029,0.7959602005486416,0.8738524397684336
69.0,-0.019982789153005272,-0.04369146744562594,-0.0037139438417535028,0.13822436819519007,0.1171872169286995,0.14905600949955633,0.8141246306488634,0.7622781971522493,0.8609472251706501
70.0,-0.01702355827076413,-0.03815241011405178,-0.000357182171335423,0.1333873239817,0.11496850372015772,0.14450552930597166,0.787570943882263,0.7308842843043233,0.8416778735663059
71.0,-0.013341569326846698,-0.030851722181445152,0.0028193690485292626,0.126579258894684,0.11112552859240457,0.13794905343987474,0.7550467453897985,0.7029777675735263,0.8114210954555917
72.0,-0.008698606756405923,-0.02188430103851932,0.006020865405070196,0.11806893956577912,0.1061408239743837,0.12965581846540256,0.7151060996510927,0.6766770991232914,0.7671529836582894
73.0,-0.002739101630941892,-0.01163614253473644,0.01033245494843102,0.10857392033155662,0.10102484840288714,0.12018869248427821,0.6669849154765474,0.6453314246323499,0.7092550345872627
74.0,0.00479495809502426,-0.0017855732988543453,0.01699694862962165,0.09921827487119815,0.09007431983377777,0.11078526944842966,0.6116376006131891,0.5866895618421635,0.6414537230362013
75.0,0.013966239888376336,0.00563796925438289,0.02682306110104024,0.09074623893729533,0.07602442779213445,0.10235612974316918,0.5507116490839227,0.5309896778885961,0.566549472452934
76.0,0.02428486376925849,0.015182076232770658,0.03957414807376131,0.08364678022999987,0.06420036433461049,0.09515539621295076,0.48887462899776457,0.48267720909152884,0.492951989495313
77.0,0.03474202181257955,0.02426683988058622,0.05370507133668859,0.07742138573052638,0.05537113304776412,0.08855888243556136,0.43145780701684694,0.42185130055373354,0.44555551023096285
78.0,0.044052481570044266,0.028004037574695165,0.0665951321742493,0.07079727152987837,0.04945740109898574,0.08298216865854842,0.38372495320271954,0.3564862897228528,0.4194514427651675
79.0,0.05096013501922719,0.03014483689174316,0.0753412882439187,0.06213845058709772,0.04532025047666888,0.07351427871483894,0.350204389158612,0.30518303620888776,0.4021836612986394
80.0,0.054918997471751364,0.03232722114286286,0.077919391536449,0.05011187727134065,0.040961742947260245,0.05948426952189256,0.3327406783240557,0.276388085892142,0.38898310308849343
81.0,0.05635433639555062,0.036241155564106224,0.0741329786421842,0.034065779557558185,0.026873348211368494,0.04115309890932652,0.3299434452240663,0.2730944637491626,0.37538453993572
82.0,0.05669866252046055,0.04267070245803515,0.06624556074513914,0.015353903254563742,0.0022380995252721065,0.02321544390372442,0.33778462792241104,0.2923383192625716,0.3613192015187508
83.0,0.058018905565371474,0.05122622750192074,0.06425101311316327,-0.004098114806565447,-0.020242306834735626,0.007539349689282624,0.3497510930621785,0.32364746676075495,0.3828322954819528
