absolute_improvement,baseline_experiment,baseline_max,baseline_mean,baseline_min,best_beats_baseline,best_experiment,best_max,best_mean,best_min,figure_id,metric,range_based_effect_size,relative_improvement,row_count,scope,source_csv
0.0,origin,0.2150610453326235,0.2108194187593323,0.2035897851017291,False,origin,0.2150610453326235,0.2108194187593323,0.2035897851017291,ablation_armature,ori_err,0.0,0.0,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_armature/ablation_armature_processed.csv
0.0,origin,0.044593207557801,0.0433532576673678,0.041615631106963,False,origin,0.044593207557801,0.0433532576673678,0.041615631106963,ablation_armature,pos_err,0.0,0.0,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_armature/ablation_armature_processed.csv
0.027045932789083488,origin,0.2841214457099341,0.2260517431905007,0.1595286205697049,True,2ms,0.2402898408965869,0.1990058104014172,0.1647107286284753,ablation_latency,ori_err,1.0288949226839201,0.11964487602420767,4,global,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_latency/ablation_latency_processed.csv
0.0,origin,0.305123961391055,0.2350160799679482,0.1654526865951076,False,origin,0.305123961391055,0.2350160799679482,0.1654526865951076,ablation_latency,pos_err,0.0,0.0,4,global,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_latency/ablation_latency_processed.csv
0.0,origin,2.273323736094242,2.2021686769121027,2.0568967486725307,False,origin,2.273323736094242,2.2021686769121027,2.0568967486725307,ablation_latency,ang_vel_err,0.0,0.0,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_latency/ablation_latency_processed.csv
0.0,origin,0.439109754949983,0.4295093225787116,0.4166715744073563,False,origin,0.439109754949983,0.4295093225787116,0.4166715744073563,ablation_latency,lin_vel_err,0.0,0.0,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_latency/ablation_latency_processed.csv
0.0,origin,0.2150610453326235,0.2108194187593323,0.2035897851017291,False,origin,0.2150610453326235,0.2108194187593323,0.2035897851017291,ablation_latency,ori_err,0.0,0.0,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_latency/ablation_latency_processed.csv
0.0,origin,0.044593207557801,0.0433532576673678,0.041615631106963,False,origin,0.044593207557801,0.0433532576673678,0.041615631106963,ablation_latency,pos_err,0.0,0.0,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_latency/ablation_latency_processed.csv
0.0,origin,0.2841214457099341,0.2260517431905007,0.1595286205697049,False,origin,0.2841214457099341,0.2260517431905007,0.1595286205697049,ablation_pd_gain,ori_err,0.0,0.0,4,global,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_pd_gain/ablation_pd_gain_processed.csv
0.0,origin,0.305123961391055,0.2350160799679482,0.1654526865951076,False,origin,0.305123961391055,0.2350160799679482,0.1654526865951076,ablation_pd_gain,pos_err,0.0,0.0,4,global,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_pd_gain/ablation_pd_gain_processed.csv
0.0027699672922070206,origin,2.273323736094242,2.2021686769121027,2.0568967486725307,True,wn25,2.332894155866952,2.1993987096198957,2.066381124398207,ablation_pd_gain,ang_vel_err,0.044727473248848536,0.0012578361145755145,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_pd_gain/ablation_pd_gain_processed.csv
0.0,origin,0.439109754949983,0.4295093225787116,0.4166715744073563,False,origin,0.439109754949983,0.4295093225787116,0.4166715744073563,ablation_pd_gain,lin_vel_err,0.0,0.0,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_pd_gain/ablation_pd_gain_processed.csv
0.026153079408361507,origin,0.2150610453326235,0.2108194187593323,0.2035897851017291,True,wn25,0.1939396659132413,0.1846663393509708,0.1754434139573247,ablation_pd_gain,ori_err,6.661494579260983,0.12405441378347314,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_pd_gain/ablation_pd_gain_processed.csv
0.005202912693508699,origin,0.044593207557801,0.0433532576673678,0.041615631106963,True,wn25,0.0401633561369358,0.0381503449738591,0.0359627304191436,ablation_pd_gain,pos_err,5.60186660899871,0.12001203539140164,4,local,/mnt/infini-data/test/BeyondMimic/res/released_figures/ablation_pd_gain/ablation_pd_gain_processed.csv
