relative_path	kind	category	size_bytes	sha256	paper_level	debug_only
res/report_assets/guided_vs_unguided_closed_loop_matrix/task_conditioned_multiseed_guided_deltas.png	png	other_visual_media	84783	8315a608433c220767f8863097dadf7a6b4e5623e617da2936181b8db68ca4c2	False	False
res/report_assets/official_csv_loop_full_bundle_downstream/full_bundle_diffusion_training_curve.png	png	other_visual_media	101062	d00374e24c934fa02a3cabaa0c3cd805a1315ff132503745acbc7926f919132e	False	False
res/report_assets/official_csv_loop_full_bundle_downstream/full_bundle_vae_training_curve.png	png	other_visual_media	58082	c4b7b58d9949693732e3992cd3a4d77393099186fb75b524b6b4d1fc08a165f1	False	False
res/report_assets/official_csv_loop_full_bundle_guidance/full_bundle_guidance_best_cost_delta.png	png	other_visual_media	93555	5ca70984e796188a7ccbaaf2c18f68799560062c2fb56a81972e030376d6eec5	False	False
res/report_assets/official_csv_loop_full_bundle_guidance/full_bundle_guidance_scale_response.png	png	other_visual_media	179690	7f8b1080307c85a985d039c3a206c1d4e91e7b6f12789de2464dbd8d964006a1	False	False
res/report_assets/official_csv_loop_full_bundle_ppo_checkpoint_eval/gpu_usage_eval.png	png	other_visual_media	94516	a85cadc5e7a7b620d0f07a18729cb8cc92428258d2390233344110e151255a26	False	False
res/report_assets/official_csv_loop_full_bundle_ppo_checkpoint_eval/reward_done_timeseries.png	png	other_visual_media	204267	ace07d032f0e15409f1a37196cc5509e893e94c35b52e7b4c74a1088e9cfebfd	False	False
res/report_assets/official_csv_loop_full_bundle_ppo_checkpoint_eval/tracking_error_timeseries.png	png	other_visual_media	175720	6dcd1bb328fd71fc9da96186672d918399c4f537f805c77bf65717ab0a0efd0e	False	False
res/report_assets/official_csv_loop_full_bundle_task_conditioned_guidance_multiseed/full_bundle_task_conditioned_guidance_multiseed_bars.png	png	other_visual_media	109518	3678bf1a287303377872b9211380c521518e4a9eb8253a766b5d7faf0b96c1b0	False	False
res/report_assets/official_csv_loop_full_bundle_task_conditioned_guidance_multiseed/full_bundle_task_conditioned_guidance_multiseed_seed_scatter.png	png	other_visual_media	121084	a993693608386d7840b47cc6a7ae4444607024ef4407b2e08fe161f3229e7982	False	False
